Logistic Regression,Decision Tree,K-Nearest Neighbor,Naive Bayes,Random Forest,XGBoost
0.8641304347826086,0.8586956521739131,0.8695652173913043,0.8586956521739131,0.8858695652173914,0.8695652173913043
0.8478260869565217,0.8097826086956522,0.8260869565217391,0.842391304347826,0.8532608695652174,0.8586956521739131
0.8260869565217391,0.7989130434782609,0.8206521739130435,0.8260869565217391,0.842391304347826,0.8315217391304348
0.8743169398907104,0.8360655737704918,0.8907103825136612,0.8579234972677595,0.8797814207650273,0.8688524590163934
0.8360655737704918,0.8360655737704918,0.8688524590163934,0.8579234972677595,0.8415300546448088,0.8579234972677595
